dataset,backend,n_boot,n_ok,mean_lifetime,std_lifetime,mean_prominence,std_prominence,support_size,tip_entropy,tip_gini,top20_tip_scores,elapsed_sec
Arabidopsis_root,euclidean,10,10,0.1142242019087285,0.02444648137255883,0.024451372070532013,0.022234179912901334,46,3.654608451419937,0.32347826086956477,"[1.0, 0.8, 0.8, 0.8, 0.8, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.5, 0.5]",10189.3
Arabidopsis_root,dtm,10,10,0.05363617537516804,0.018310438099396226,0.010110071246416419,0.015506034927337696,48,3.73306927979612,0.2893749999999999,"[1.0, 0.8, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.6, 0.6, 0.6, 0.6, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11609.3
